record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
ecm-en-0006,The Euromoney International Equity Capital Markets Handbook 2003,Claire Evans,en,2002,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0007,Capital market liberalization and Philippine equity market integration with international equity markets,Angelo A. Unite,en,1999,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0008,Equities Quarterly incorporating Capital Markets Quarterly,Clare Cochrane,en,1999,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0009,Capital formation and the equity market,Winthrop W. Aldrich,en,1948,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0010,"Equity markets, transactions costs, and capital accumulation",Valerie R. Bencivenga,en,1995,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0011,A report on the ability of the Kenyan market to absorb new equity issues,Kenya. Capital Markets Authority,en,1992,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0012,Japanese capital markets,Edwin J. Elton; Martin Jay Gruber,en,1990,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0013,Equity issues and the London capital market,A. J. Merrett,en,1967,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0014,Capital flows and the behavior of emerging market equity returns,"Bekaert, Geert.",en,1998,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0015,third market,,en,2000,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0016,Raising Capital on Arab Equity Markets,Lu'ayy Minwer Al-Rimawi,en,2012,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0017,Private Equity and Venture Capital in Europe,Stefano Caselli; Giulia Negri,en,2018,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0018,"Cross-border listings, capital controls, and equity flows to emerging markets",Hali J. Edison,en,2003,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0019,Emerging capital markets and private equity investment in Russia,Geonomics Business Development Forum (1994 World Trade Center),en,1995,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0020,23 Equity Crowdfunding Secrets to Raising Capital,Craig Huey,en,2018,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0021,"Private equity, corporate governance and the dynamics of capital market regulation",Justin O'Brien,en,2007,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0022,Globalization of equity markets and the cost of capital,René M. Stulz,en,1999,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0023,Firm-level access to international capital markets,Sara B. Holland,en,2003,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0024,The sociology of labour markets,Axel Van Den Berg; Institutionalists; Exit. Human Capital Theory,en,1997,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-en-0025,The internationalization of equity markets,Jeffrey A. Frankel,en,1993,Unknown,,Securities & Investment Banking,ECM/DCM,practice,equity capital markets,unknown,draft
ecm-ja-0001,教養としての「債券」,田渕直也,ja,2025,日本実業出版社,,Securities & Investment Banking,ECM/DCM,practice,劣後債,unknown,draft
ecm-ja-0002,社債市場の未来,大橋　俊安,ja,2024,東洋経済新報社,9784492733745,Securities & Investment Banking,ECM/DCM,practice,引受審査,unknown,draft
ecm-ja-0003,資本市場とリスク管理,藤井健司,ja,2024,日販アイ・ピー・エス株式会社,,Securities & Investment Banking,ECM/DCM,practice,資本市場 実務,unknown,draft
ecm-ja-0004,富裕層のための米ドル債券投資戦略,世古口俊介,ja,2024,総合法令出版,,Securities & Investment Banking,ECM/DCM,practice,劣後債,unknown,draft
ecm-ja-0005,図解入門ﾋﾞｼﾞﾈｽ最新債券の基本とｶﾗｸﾘがよ〜くわかる本[第4版],久保田博幸,ja,2023,秀和システム,9784798070506,Securities & Investment Banking,ECM/DCM,practice,公募社債,unknown,draft
ecm-ja-0006,元証券マンが教える　利回り18.5％を実現する米国債投資,ようへい,ja,2023,KADOKAWA,,Securities & Investment Banking,ECM/DCM,practice,ワラント債,unknown,draft
ecm-ja-0007,図解入門ビジネス 最新債券の基本とカラクリがよ～くわかる本［第4版］,久保田博幸,ja,2023,秀和システム,,Securities & Investment Banking,ECM/DCM,practice,ユーロ円債,unknown,draft
ecm-ja-0008,資本市場とプリンシプル,佐藤隆文,ja,2019,日経BP,,Securities & Investment Banking,ECM/DCM,practice,資本市場 実務,unknown,draft
ecm-ja-0009,図解入門ﾋﾞｼﾞﾈｽ最新債券の基本とｶﾗｸﾘがよ〜くわかる本[第3版],久保田博幸,ja,2016,秀和システム,9784798046976,Securities & Investment Banking,ECM/DCM,practice,公募社債,unknown,draft
ecm-ja-0010,新規公開株で大きく稼ぐ！　ＩＰＯ投資の基本と儲け方ズバリ！,西堀　敬,ja,2014,すばる舎,9784799103470,Securities & Investment Banking,ECM/DCM,practice,ブックビルディング,unknown,draft
ecm-ja-0011,日本の新規公開市場,岡村　秀夫,ja,2013,東洋経済新報社,9784492732977,Securities & Investment Banking,ECM/DCM,practice,ブックビルディング,unknown,draft
ecm-ja-0012,図解入門ビジネス 最新債券の基本とカラクリがよーくわかる本［第2版］,久保田博幸,ja,2013,秀和システム,,Securities & Investment Banking,ECM/DCM,practice,公募社債,unknown,draft
ecm-ja-0013,株式上場準備マニュアル,野海英,ja,2008,すばる舎,9784883997145,Securities & Investment Banking,ECM/DCM,practice,引受審査,unknown,draft
ecm-ja-0014,図解入門ビジネス最新債券の基本とカラクリがよーくわかる本,久保田博幸,ja,2008,秀和システム,4798019488,Securities & Investment Banking,ECM/DCM,practice,公募社債,unknown,draft
ecm-ja-0015,図解株式公開のしくみ,大崎慎一; 増田孝夫,ja,2006,Unknown,,Securities & Investment Banking,ECM/DCM,practice,ブックビルディング,unknown,draft
ecm-ja-0016,図解入門ビジネス最新株式公開の基本と実務がよーくわかる本,アデッセ; 藤田康範研究室,ja,2006,秀和システム,4798015520,Securities & Investment Banking,ECM/DCM,practice,株式公開 実務,unknown,draft
ecm-ja-0017,徹底討論株式持ち合い解消の理論と実務,神田秀樹; 資本市場研究会,ja,2001,Unknown,,Securities & Investment Banking,ECM/DCM,practice,資本市場 実務,unknown,draft
ecm-ja-0018,ベンチャー市場株式公開マニュアル,監査法人太田昭和センチュリー公開業務本部,ja,2001,Unknown,,Securities & Investment Banking,ECM/DCM,practice,公募売出 株式,unknown,draft
ecm-ja-0019,図解放送業界ハンドブック,西正,ja,1998,Unknown,,Securities & Investment Banking,ECM/DCM,practice,シンジケーション,unknown,draft
ecm-ja-0020,わが国債券格付けの步み,,ja,1995,Unknown,,Securities & Investment Banking,ECM/DCM,practice,ブックビルディング 社債,unknown,draft
ir-en-0001,Investor relations,Gordon Henderson,en,1971,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0002,Investor relations handbook,Arthur R. Roalman,en,1974,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0003,Praktikerhandbuch Investor Relations,Heinz W. Droste,en,2001,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0004,Managing investor relations,Alexander Laskin,en,2010,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0005,Professionelles Investor Relations Management,Jürgen Rolf Hansen,en,2000,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0006,Improving investor relations,Confederation of British Industry,en,1989,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0007,Sovereign Investor Relations,James Knight; Bill Northfield,en,2020,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0008,Praxishandbuch Investor Relations,Klaus Rainer Kirchhoff; Manfred Piwinger,en,2005,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0009,Handbuch Investor Relations,DIRK Deutscher Investor Relations Kreis; Roland Könen,en,2004,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0010,The Investor Relations Guidebook,Steven M. Bragg,en,2017,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0011,Investor-relations-Management,Thomas Schnorrenberg,en,2008,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0012,Investor Relations Annual,Kennedy Information,en,2004,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0013,Investor relations today,Joseph J. Graves,en,1985,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0014,Investor Relations - das Spezialgebiet Investor Relations Als Teildisziplin der Unternehmenskommunikation,André Hoffmann,en,2013,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0015,Erfolgsfaktor Investor Relations?,Martin Meier-Pfister; Andreas S. Thommen,en,2002,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0016,Bank investor relations,David C. Cates,en,1975,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0017,Investor relations directory,,en,1986,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0018,"Investor relations, 1977/78",Burson-Marsteller (Firm),en,1977,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0019,Investor Relations Meetings,Claire Marston,en,1999,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0020,Investor relations for the emerging company,Ralph A. Rieves,en,2002,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0021,Investor Relations Von Private-Equity-Partnerships,Moritz Hagenmüller,en,2004,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0022,Investor Relations in Deutschland,Kristin Köhler,en,2015,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0023,Investor Relations. Professionelle Kapitalmarktkommunikation.,,en,2000,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0024,Investor relations that work,Arthur R. Roalman,en,1980,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-en-0025,Investor Relations Im Internet,Cornelia Sonntag,en,2001,Unknown,,Securities & Investment Banking,IR/SR,practice,investor relations,unknown,draft
ir-ja-0001,ESG経営の展開,佐久間信夫; 矢口義教; 山田雅俊,ja,2025,同文舘出版,,Securities & Investment Banking,IR/SR,practice,ESG 開示,unknown,draft
ir-ja-0002,有価証券報告書で読み解く 決算書の「超」速読術,川口宏之,ja,2024,かんき出版,,Securities & Investment Banking,IR/SR,practice,有価証券報告書 作成,unknown,draft
ir-ja-0003,図解でわかる　ESGと経営戦略のすべて,株式会社 KPMG FAS,ja,2023,日本実業出版社,,Securities & Investment Banking,IR/SR,practice,統合報告書 作成,unknown,draft
ir-ja-0004,IRの基本　この１冊ですべてわかる,浜辺真紀子,ja,2023,日本実業出版社,,Securities & Investment Banking,IR/SR,practice,統合報告書 作成,unknown,draft
ir-ja-0005,AIによるESG評価,中尾悠利子; 石野亜耶; 國部克彦,ja,2023,同文舘出版,,Securities & Investment Banking,IR/SR,practice,ESG 開示,unknown,draft
ir-ja-0006,あわせて学ぶESG×リスクマネジメント,木村研悟,ja,2023,クロスメディア・パブリッシング（インプレス）,9784295408864,Securities & Investment Banking,IR/SR,practice,ESG 開示,unknown,draft
ir-ja-0007,非財務情報の意思決定有用性,大鹿智基,ja,2023,中央経済社,4502465712,Securities & Investment Banking,IR/SR,practice,非財務情報 企業,unknown,draft
ir-ja-0008,組織と人を変えるコーポレートガバナンス,赤松育子,ja,2023,同文舘出版,,Securities & Investment Banking,IR/SR,practice,コーポレートガバナンス 報告書,unknown,draft
ir-ja-0009,コーポレートガバナンスの歴史とサスティナビリティ,林順一,ja,2022,文眞堂,9784830951954,Securities & Investment Banking,IR/SR,practice,統合報告書 作成,unknown,draft
ir-ja-0010,ESGの奔流　日本に迫る危機,NIKKEIFinancial,ja,2022,日経BP,,Securities & Investment Banking,IR/SR,practice,ESG 開示,unknown,draft
